video_id,title,description,url,upload_date,channel_name,channel_id,view_count,like_count,comment_count,duration,thumbnail_url,tags,category_id,search_keyword
4Bi3auRGSRI,I couldn’t help myself at Seoul Stop 😩 #pepero #straykids #kpop #spendingproblems,,https://www.youtube.com/watch?v=4Bi3auRGSRI,2025-11-08,Cherlene,UCmGfStIMlmpIujWX5mbP1DA,25391,1004,22,PT6S,https://i.ytimg.com/vi/4Bi3auRGSRI/hqdefault.jpg,,22,pepero day
dlowtDQt-JM,1시간 연속 빼빼로데이 노래 모음🍫 11월 11일 특별한 플레이리스트 #빼빼로데이  #11월11일 #달콤한음악,"🍫1시간 연속  빼빼로데이 특별한 노래 모음집 🍫

11월 11일, 빼빼로데이를 더욱 특별하게 만들어줄 달콤하고
따뜻한 노래들을 정성스럽게 모았습니다.
소중한 사람에게 마음을 전하고 싶은 순간,
친구들과 함께 즐거운 시간을 보낼 때,
혹은 혼자서도 달콤한 하루를 보내고 싶을 때
언제든 함께할 수 있는 곡들로 가득 채웠습니다.

📝 Chapter (타임스탬프)
00:00 달콤한 약속
03:20 빼빼로 같은 사랑
06:27 11월 11일 너에게
09:31 달콤한 약속 (편곡버전)
12:53 배빼로 같은 사랑 (편곡버전)
15:47 11월 11일 너에게 (편곡버전)
(Repeat)

💝 11월 11일, 빼빼로데이의 특별함을 음악으로 느껴보세요.
이 영상이 여러분의 하루를 더욱 달콤하고 행복하게 만들어드리길 바랍니다.

🔔 구독과 좋아요는 더 좋은 음악 컨텐츠 제작에 큰 힘이 됩니다!
💬 댓글로 여러분만의 빼빼로데이 추억을 공유해주세요.

📝본 채널의 모든 음악은 수노AI를 활용해 직접 제작한 오리지널 음원이며,
특정 아티스트나 기존 저작물을 모방하지 않고 창작되었습니다.

📧 비즈니스 문의: hiddensound594@gmail.como
© 2025 트로트라운지. All rights reserved.

#빼빼로데이 #빼빼로데이노래 #11월11일 #달콤한음악 #로맨틱플레이리스트 
#카페음악 #힐링음악 #감성음악 #연속재생 #배경음악",https://www.youtube.com/watch?v=dlowtDQt-JM,2025-11-08,음악라운지,UCI7p9YD4c537nkttNWjAqzw,380,4,0,PT1H17M53S,https://i.ytimg.com/vi/dlowtDQt-JM/hqdefault.jpg,"#트로트라운지, #힐링음악, #편안한음악, #트로트, #감성트로트, #빼빼로데이, #11월11일, #카페음악, #감성음악",10,빼빼로데이
KUPM3prKTg0,빼빼로데이🤍 달콤함은 덤✨ 사랑은 진심✨ #빼빼로데이 #꽃다발 #기념일선물 #기념일,"이제 슬슬 빼빼로데이 준비하셔야죠🤍

빼빼로만 전달해도 좋지만
조금 더 로맨틱하게 전달하고 싶을 때
플라담 샤넬 꽃다발과 함께 선물한다면.. 감동 백배😊

사랑하는 연인에게 사랑하는 마음 듬뿍 담아 전달해보세요

분.명.히 행복해 하실거에요🫶🏻

이번 빼빼로데이 플라담과 특별하게✨",https://www.youtube.com/watch?v=KUPM3prKTg0,2025-10-20,플라담,UCEnaxoiJ54qt0hnXW_P_EzQ,3633,15,1,PT12S,https://i.ytimg.com/vi/KUPM3prKTg0/hqdefault.jpg,,19,빼빼로데이
QW2bmKKTGPA,옅어진 빼빼로데이 특수‥ 자영업자들 '울상' (2025.11.11/뉴스데스크/춘천MBC),"지역사 채널의 동영상 링크 (https://youtu.be/CdyW6wIRQKM?si=mxf-jm8GzAT5Xsdu) 

#춘천MBC #뺴뺴로데이 #11월11일 #자영업자
#MBC #뉴스 #뉴스데스크 #MBC뉴스 #뉴스투데이
ㅤ
ⓒ MBC & iMBC 무단 전재, 재배포 및 이용(AI학습 포함)금지",https://www.youtube.com/watch?v=QW2bmKKTGPA,2025-11-12,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,526695,3701,4329,PT1M50S,https://i.ytimg.com/vi/QW2bmKKTGPA/hqdefault.jpg,"MBC, MBC뉴스, 뉴스데스크, newsdesk, 뉴스투데이, newstoday, 8시뉴스, 아침뉴스, 뉴스, 정오뉴스, news, 실시간, 실시간 뉴스, 엠비씨 뉴스, 엠비씨, 뉴스 실시간, 뉴스속보",25,빼빼로데이
ysvqbbpJIK4,여자가 주는 호감 신호인가요? (* 빼빼로데이 필수영상!!),"🔽사랑/이별에 관한 홍차 첫 에세이🔽
'마음대로 미워해도 돼'
부크크: http://bit.ly/hongcha_essay
예스24: https://bit.ly/hongcha_yes24
전자북: https://bit.ly/hongcha_love_

🔅 인스타 https://www.instagram.com/hongcha_._/
🔅 상담 진행은 오로지 유튜브 라이브 방송에서만!
🔅 방송시간 21시 10분 / 휴방 랜덤
🔅 협찬/광고 : hongchatv@gmail.com

⏩ 엔딩 노래 풀버전
https://on.soundcloud.com/Snm7E",https://www.youtube.com/watch?v=ysvqbbpJIK4,2025-11-11,홍차 HONGCHA,UCEZ5yqYZtvAjNLb__1dd1SQ,10035,159,12,PT7M27S,https://i.ytimg.com/vi/ysvqbbpJIK4/hqdefault.jpg,"연애, 홍차, VLOG, 홍차TV, 연애사연, 연애상담, 연애의참견, 연애초보, 여자가, 남자가",24,빼빼로데이
Wi-XMSuyS7w,🌟💝다이소 재료로 빼빼로 만들기부터 포장까지 | 빼빼로데이 선물 | 초간단 빼빼로 3종 만들기 | How to make simple Pepero,"다가올 빼빼로데이를 위해 올해도
초간단!! 3가지 빼빼로 만들기 아이디어를 가져왔어요💝
다이소에서 산 구하기 쉬운 재료에
아주 간단한 방법까지! 재료 조금만 사도 만들 수 있어요!
요즘 유행하는 아이템들은 덤!
걱정말고 이번 빼빼로데이 선물 도전해보세요 (*ˊᵕˋ*)ﾉ

1) '초코칩쿠키' 가나디 빼빼로
    (다이소에서 빼빼로 스틱을 못 구하신 분들에게 추천해요~~! 재료도 3가지면 된다는 점!)
재료 : 화이트 코팅초콜릿, 다크 초코펜, 초코칩쿠키

2) 다이소 말차 빼빼로
     (요즘 녹차는 빠질 수 없는 재료!! 다이소 녹차 파우더로 만들어보세요 ㅎ)
     (달달한 맛이라서, 진~~한 말차 좋아하시는 분들은 100%말차 구입하시는걸 추천드려요💚)

3) 다이소 빼빼로 만들기 키트


다이소 초콜릿도 충분히 맛있지만
더더더 맛있는 빼빼로를 선물하고 싶다면

코팅초콜릿 1 : 커버춰 초콜릿 1의 비율로 
섞어서 만들면 맛도 있고, 굳기도 잘 굳는 
빼빼로를 만들 수 있답니다 ദ്ദി๑⃙⃘ˊᵕˋ๑⃙⃘ )


#빼빼로만들기 #다이소 #빼뺴로데이


00:00 오프닝
00:25 초코칩쿠키 가나디 빼빼로
02:30 다이소템 말차 빼빼로🌱
04:17 다이소 빼빼로 만들기 키트
05:52 다이소템 포장법
 






music ------------------------------------------------------------------
Music by 브그미언 Track 선물받고 리액션 https://www.youtube.com/watch?v=rKJc-cWQmXg
🎵Music provided by 브금대통령
🎵Track : It's a Great Show! - https://www.youtube.com/watch?v=AqNTMvYGgG8
Oneul -  https://www.youtube.com/watch?v=c0FHvZOUJQE&list=RDc0FHvZOUJQE&start_radio=1
🎵Music provided by 브금대통령
🎵Track : Merry Go Round - https://www.youtube.com/watch?v=GWZE4jqIZ10&list=RDGWZE4jqIZ10&start_radio=1
Music by 브그미언 Track 선물받고 리액션 https://www.youtube.com/watch?v=rKJc-cWQmXg
공유마당 - 행복이 열리는 날 - 심태환
좋은 음악 감사합니다 🥰",https://www.youtube.com/watch?v=Wi-XMSuyS7w,2025-11-07,삐유 _ 홈베이킹,UCWi8b84fdEWGagiw2LWTCRA,168720,5766,192,PT8M8S,https://i.ytimg.com/vi/Wi-XMSuyS7w/hqdefault.jpg,"베이킹, 홈베이킹, cookingvlog, bakingvlog, 빼빼로만들기, 빼빼로, 쉬운빼빼로, 다이소, 다이소빼빼로, 빼빼로데이선물",22,빼빼로데이
I2zw62IBfCg,"초콜릿 없는 신박한 빼빼로!쫀득 빼빼로 만들기(빼빼로데이, 쫀득쿠키)","#빼빼로#빼빼로데이#쫀득쿠키#수제빼빼로#


▽▼ 더보기란을 꼭 확인해주세요  please click on the down below ▽▼

▶ 화질  2160p로 설정 후 시청해주세요 ◀

☆""좋아요""와 ""구독""은 영상 제작에 큰 힘이 됩니다. ^^  ""좋아요""와 ""구독""버튼 꾹- 눌러주세요 ~❤


◆ 레시피 무단도용을 금지합니다. 
◆ 레시피 클래스사용하지 말아주세요.
◆ 인스타에 레시피 그대로 퍼가서 올리지 마세요. 
◆ 레시피는 꼭 영상 출처를 남기고 사용해주세요. 
◆ 영상의 재 업로드 및 2차 편집 하지마세요.


인스타그램 -  https://www.instagram.com/baking_again_today

비지니스 문의 :  audwlsg@naver.com




안녕하세요! 오늘도 베이킹입니다. 😊
오늘은 다가오는 빼빼로데이에 선물하기 좋은 신박한 빼빼로를 만들어봤어요!
초콜릿 없이 만드는 빼빼로랍니다. 😊
작년부터 많이 유행중인 쫀득쿠키를 보며 아이디어를 얻어서 마시멜로우를 녹여 코팅한 빼빼로인데 말랑 쫀득한 식감이 정말 좋더라구요. 👍
 
만드는 방법도 간단하고 쫀득 하게 쭉- 늘어나는 비주얼과 식감도 정말 좋아서 이번 빼빼로데이에 저도 지인들에게 선물할 계획이예요!

영상에 몇가지 팁과 포인트도 있으니 잘 보시고 만들어보세요. 👏

그럼 오늘도 즐거운 베이킹 되시길 바랍니다. ❤




* 사용한 제품 * ( 쿠팡 파트너스 활동의 일환으로 이에 따른 일정액의 수수료를 제공받습니다.)
- 마시멜로우 : ( https://link.coupang.com/a/c1Jcbq ) 
- 스틱과자 : ( https://link.coupang.com/a/c1JeUO )
- 포장상자 : ( https://link.coupang.com/a/c1JgtU )
- 빼빼로 5개 쏙 들어가는 포장봉투 ( https://link.coupang.com/a/c19TFW) 
- 탈지분유 : ( https://link.coupang.com/a/c1JhUZ )
- 탈지분유 대체 전지분유 : ( https://link.coupang.com/a/c1JjxW )
- 무염버터 : ( https://link.coupang.com/a/c1JjYA )
- 코코아파우더 : ( https://link.coupang.com/a/c1Jki2 )
- 딸기 쿠키 크런치 : ( https://link.coupang.com/a/c1Jlke )
- 망고 쿠키 크런치 : ( https://link.coupang.com/a/c1JlGf )
- 녹차 쿠키 크런치 : ( https://link.coupang.com/a/c1Jm0g )
- 포도 쿠키 크런치 : ( https://link.coupang.com/a/c1Jnip )
- 쿠키 크런치 : ( https://link.coupang.com/a/c1JnFH )
- 초코 쿠키 크런치 : ( https://link.coupang.com/a/c1Jn0g )




🥢 쫀득 빼빼로 🥢

▶ 재료 ◀ 11cm 빼빼로 약 25-28개 분량

✏ 기본 쫀득 빼빼로
빼빼로 스틱 과자 약 25-28개(11cm)
마시멜로우 100g
우유 20g
무염버터 10g
탈지분유 10g
쿠키 크런치 약 150g

✏ 초코 쫀득 빼빼로
빼빼로 스틱 과자 약 25-28개(11cm)
마시멜로우 100g
우유 30g
무염버터 10g
탈지분유 10g
코코아 파우더 5g
쿠키 크런치 약 150g


■ 보관방법 ■
- OPP 봉투에 포장 후 실온보관. 2-3일 안에 드시면 됩니다.





♪ BGM : 오늘의 일기 - https://youtu.be/dlsHdQtSHtk?si=GuaJlEJJHCBBWDKp",https://www.youtube.com/watch?v=I2zw62IBfCg,2025-11-05,오늘도 베이킹 Baking again today,UCeOwi85w01FOOi9VGOdlRaA,11865,333,30,PT6M51S,https://i.ytimg.com/vi/I2zw62IBfCg/hqdefault.jpg,"빼빼로, 빼뺴로데이, 쫀득쿠키, 쫀득 빼빼로, pepero, stick cookies, 마시멜로우 쿠키, 스모어 쿠키, Pepero, Pepero Day, chewy cookies, chewy Pepero, marshmallow cookies, s'more cookies",22,빼빼로데이
BBEmXYIeXsQ,빼빼로데이🍫,"제가 가장 좋아하는 빼뺴로는 초 꼴릿💢❤️한 대왕 누드 빼빼로,, 가 아니라 크런치빼빼로랍니다! 😆
영상툰 봐주시고 댓글남겨주셔서 정말 감사합니다,,!😊

#낭자애 #영상툰",https://www.youtube.com/watch?v=BBEmXYIeXsQ,2025-11-11,유화유화,UCQEPUs91ZsaGycJ37BHPteg,56325,1035,102,PT1M34S,https://i.ytimg.com/vi/BBEmXYIeXsQ/hqdefault.jpg,"보추, 낭자애, 오토코노코, 게이, 펨보이, 영상툰, 유화유화, 호모, 쇼타, 암컷타락, 암컷, 빼빼로데이, 빼뺴로",22,빼빼로데이
IJNF7Yy8bAw,빼빼로데이 준비 끝! 다이소 재료로 빼빼로 만들기 | 빼빼로 베이킹🍫,"#빼빼로만들기 #빼빼로데이 #수제빼빼로 #다이소빼빼로 #빼빼로베이킹 

올해도 빼빼로데이가 돌아왔어요!
작년에 빼빼로데이는 얼굴만 있었다면 올해는 귀여운 몸통까지.. 
귀여움 두 배 업그레이드!! ㅎㅎ
열심히 준비한 영상이니 오늘도 영상 즐겁게 시청해주세요☺️

궁금한점은 언제든 댓글로 편하게 물어봐주세요!❤️


🍫 빼빼로 만들 때 하지 말아야 할 것 6가지

1. 초코펜 너무 뜨거운 물에 녹이지 말기 (ex. 끓는 물에 담그기 ❌)
→ 온도가 너무 높으면 초코가 묽어져 팔·다리 접착이 어려워져요

2. 코팅용 초콜릿에 물 절대 닿지 않기 (수증기도 조심!)
→ 물이 들어가면 초콜릿이 하얗게 얼룩덜룩해져요

3.  코팅용 초콜릿도 너무 뜨거운 물에 녹이지 말기
→ 기름층이 분리되어 표면이 하얗게 떠보이고, 
초코펜으로 미리 붙여둔 팔다리가 떨어질 수 있어요
✅ 60~70℃ 물에 중탕으로 녹인 후
30~40℃ 정도 온도일때(미지근 할때) 사용하기

4. 코팅 후 대충만 털지 말기
→ 초콜릿을 충분히 털어내지 않으면뒷통수나 몸통 주변에 흘러내린 채로 굳어요

5.  코팅 후 냉장/냉동 보관 금지
→ 내부(앵두콘)가 수축되며 표면에 크랙(갈라짐)이 생겨요

6. 눈은 꼭 작!게! 그리기 👀
→ 너무 크면 귀엽기보다 무섭게 보여요 😂
초코펜은 섬세한 작업이 어려우니 이쑤시개를 사용하거나
코르네를 만들어 녹인 초콜릿을 담아 사용하세요!

📍코르네만들기 영상 보러가기
https://youtu.be/D7faeEc5C0U



🛒 사용한 재료 (모두 다이소 구매 / 품번 포함)

앵두콘 (921556557)
참깨스틱 (120400494)
챠챠 해바라기씨 (955960247)
꾀돌이 (926940063)

🍫 코팅용 초콜릿
밀크 50g (921440109)
딸기 100g (921440151)
화이트 100g (921440142)
(선택) 발로나 이보아르 각 30g씩, 총 90g 추가 가능 (쿠팡 구매)
👉 저는 약 15개 내외 만들었고, 100g 한 봉지씩으로 충분했어요.
더 많이 만들 분들은 각 200g(2봉지)씩 구매 추천!

✏️ 데코펜 (초코펜)
다크 / 화이트 / 레드 (926940911)
(데코펜이 없다면 코팅용 초콜릿을 코르네에 담아 사용해도 OK)

🎁 포장재
사각 포장 상자 (1028349)
포장 OPP 비닐 (6×20) (1007076)




🔻올댓스위츠 빼빼로 시리즈 
📌아스파라거스 빼빼로 만들기 영상 보러가기
https://youtu.be/7V9MSgkr7UE

📌2024 빼빼로 만들기 영상 보러가기
https://youtu.be/vo5XzOtScfA


📣인스타그램  @a_t_sweets
https://www.instagram.com/a_t_sweets
✉️비즈니스 문의 allthatsweets2724@gmail.com

🎬 Video Source Support: YouTube channel ""freeticon""",https://www.youtube.com/watch?v=IJNF7Yy8bAw,2025-10-28,올댓스위츠,UCGXCbmJGjymzkJ_cuXocniA,92235,4898,278,PT4M19S,https://i.ytimg.com/vi/IJNF7Yy8bAw/hqdefault.jpg,"홈베이킹, 귀여운디저트, 캐릭터베이킹, 디저트만들기, 베이킹레시피, 초보베이킹, 제과제빵, KoreanDessert, homebaking, cutedessert, bakinglife, diydessert, bakingrecipe, easybaking, kawaiibaking, foodart, koreandessert, allthatsweets, 베이킹브이로그, 에어프라이어베이킹, 케이크만들기, 귀여운베이킹, 쿠키만들기, 귀여운쿠키만들기, 쿠키굽기, 귀여운케이크만들기, 케이크레시피",26,빼빼로데이
CdyW6wIRQKM,옅어진 빼빼로데이 특수.. 자영업자들 '울상',"대학가에 차려진 빼빼로 판매대.

길을 걷다 멈춰선 대학생이
한참을 고민한 끝에 
빼빼로 상자 세 개를 꺼내듭니다.

◀ INT ▶ 황유연 / 대학생
""어렸을 때는 빼빼로를 무조건 많이 샀는데, 요즘에는 필요한 사람이나 소수한테만 주는 것 같아요.""

근처의 또 다른 판매대.

형형색색 상자들로 포장된 
빼빼로가 놓여 있지만,
30분 넘게 찾아오는 손님이 없습니다.

이렇다보니 빼빼로데이 마케팅을
포기한 곳도 생겼습니다.

◀ st-up ▶
""춘천의 한 소규모 마트에 와봤습니다. 빼빼로데이에도 빼빼로가 잘 팔리지 않다 보니, 특별히 진열대를 만들어 놓지 않고 이렇게 평소처럼 빼빼로를 판매하고 있는 모습입니다.""

◀ INT ▶ 이홍제 / 나들가게 사장
""요새는 (발주 물량의) 10%도 못 팔고 있습니다. 옛날에는 우리 사장들, 점주들도 빼빼로데이 때 기대를 많이 했거든요. 매출도 많이 오르고. 그런데 이제는 뭐 빼빼로데이가 와도 기대를 별로 안 하고...""

[ 우측 실크 CG ]
빼빼로데이를 한 달 앞두고 진행된 
한 설문조사 결과, 응답자의 55%가
올해 빼빼로데이를 챙길 생각이
없다고 답했습니다. //

빼빼로데이가 외면받는 이유는 무엇일까?

◀ 전화 INT ▶ 이은희 / 인하대 소비자학과 교수
""고물가에 소비자들 주머니가 얄팍해져서 그런지 이런 날(빼빼로데이)조차도 물건을 사가지고, 이런 날을 이용해서 자기의 마음을 표현하고 이런 것들이 많이 줄었어요.""

오프라인 매장보다 
온라인 선물하기를 통해 
마음을 전하는 경우가 크게 늘기도 했습니다.

◀ INT ▶ 김수정·이은희 / 대학생
""(빼빼로를) 2~3개 사면 6,000원이 금방 넘어가니까. 카카오톡 선물하기 이런 거에 빼빼로 말고도 대체할 수 있는 다른 좋은 선물들이 많아서...""

고물가에 시대적 흐름이 바뀌면서
빼빼로데이 특수를 기대했던
자영업자들의 고민이 깊어지고 있습니다.

MBC뉴스 김준겸입니다. 

(영상취재: 이인환)
(그래픽: 최가을)

◀ END ▶

#빼빼로 #빼빼로데이 #11월 #11일",https://www.youtube.com/watch?v=CdyW6wIRQKM,2025-11-11,춘천MBC뉴스,UCBnUdp-4hIKkGlz8MVL7s3g,5098,40,58,PT1M50S,https://i.ytimg.com/vi/CdyW6wIRQKM/hqdefault.jpg,"춘천MBC, 뉴스, MBC뉴스, 강원, 강원도, 춘천, 철원, 화천, 양구, 인제, 홍천, 원주, 강릉, 삼척, 횡성, 평창, 영월, 양평, 제천, 고속, 속초, 양양, 정선, 태백, 동해",25,빼빼로데이
jmzniG4onxY,두바이쫀득쿠키 빼빼로 실존..?,"요즘 저희 두바이 쫀득쿠키가 원조라 그런지,
하루에 최소 6,000개씩 나가요…
진짜 말 그대로… 매일 밤새는 중☕💀

근데…
빼빼로데이 다가오잖아요..?
그냥 지나갈 수가 없더라구요ㅠㅠ
그래서 결국 또 밥도 안먹고… 개발해 봤어요!

👀 이름하여
“빼빼로 한정판 두바이 롱–쫀득쿠키스틱” 🍫🍪

왕모찌쿠키를 길게 늘려
초콜릿 쫀득쿠키 속 바삭꼬소 피스타치오 카다이프 그득…
전용 데코 비주얼도 너무 예뻐서 진짜 말이 안 나와요ㅠㅠ
먹자마자 ‘쫀득+바삭+초코+고소폭발’ 콤보…
딱 한입에 정신이 사라져요😵‍💫💘

근데 문제는…
이미 하루 6,000개도 감당이 안 되는데,
이걸 이벤트 상품으로 내면
진짜 죽을 수도 있겠다…ㅋㅋㅋ

그래서 지금,
이 빼빼로 한정판의 운명은…?🤔

과연 출시될 것인가,
아니면 이대로 무산될 것인가—

🍫 팔로우 해두고 다음 영상을 기대해 주세요!

사실… 자사몰 들어오셨으면 아시겠지만,
이미 론칭 후 라는 건 안비밀💌!

빼빼로 예약전용 한정판,
두바이 초콜릿 롱-쫀득쿠키스틱!
초특가 이벤트 링크 궁금하시다면
프로필 링크를 참고해 주세요!🧡

#몬트쿠키 #두바이쫀득쿠키 #빼빼로쿠키 #롱쫀득쿠키스틱 #빼빼로한정 #디저트맛집 #여사장일기 #밤새는사장 #쿠키덕후 #초콜릿쿠키 #디저트그램 #수제쿠키 #빼빼로데이 #빼빼로데이선물 #1111day",https://www.youtube.com/watch?v=jmzniG4onxY,2025-10-28,몬트쿠키,UCAKiaMq_H1Vq8xBFYgGsj_Q,286378,2268,69,PT25S,https://i.ytimg.com/vi/jmzniG4onxY/hqdefault.jpg,,22,빼빼로데이
