video_id,title,description,url,upload_date,channel_name,channel_id,view_count,like_count,comment_count,duration,thumbnail_url,tags,category_id,search_keyword
saHeWVJTIpk,유튜브 시작한 이후 가장 초호화 먹방,#쇼츠 #shorts #먹방 #asmr,https://www.youtube.com/watch?v=saHeWVJTIpk,2025-09-24,이상한 과자가게  weird sweets shop,UCNYE6N9YZmsUyReBLzE9x9Q,1719038,36561,328,PT1M1S,https://i.ytimg.com/vi/saHeWVJTIpk/hqdefault.jpg,,22,먹방
FM4QE-QjDDg,지니루미가 먹어보는 케데헌 음식 먹방🎤 #kpopdemonhunters #mukbang #케데헌,"지니루미가 먹어보는 케데헌 등장 음식들💗

#mukbang #jiniyum #kpopdemonhunter",https://www.youtube.com/watch?v=FM4QE-QjDDg,2025-09-20,지니얌 JINIYUM,UC1J8cQsaT6hdTtYOTiZy3LQ,394063,0,81,PT1M,https://i.ytimg.com/vi/FM4QE-QjDDg/hqdefault.jpg,"지니얌, 지니얌 먹방, jiniyum, 지니얌 케데헌, 케데헌 먹방, 케이팝데몬헌터스 먹방, kpop demon hunters, kpop demon hunters mukbang, 케데헌 루미, 루미 먹방, 케데헌 농심, 케데헌 음식, jiniyum kpop demon hunters",24,먹방
sCh86sb1JME,댓글에서 추천한 대로 부산 음식 다 먹기,"​ @wcfbusan  
 #부산여행 #깡통시장 #busantour #2025월크페
#먹방 #mukbang #시장음식 #부산
 #이재모 #떡볶이",https://www.youtube.com/watch?v=sCh86sb1JME,2025-10-14,오눌오눌,UCijSk9vvIsgi8HQrtVEaHjA,198494,3179,134,PT1M,https://i.ytimg.com/vi/sCh86sb1JME/hqdefault.jpg,"korean food, 부산, 먹방, mukbang, 부산시장, 깡통시장, 시장 먹방, 떡볶이, 이재모 피자, 피자, 야외 먹방, 부산 여행, busan travel, 먹방 브이로그, 브이로그",24,먹방
PTlMCe8Q9Dw,한시간만에 다먹으면 200만원 주는 챌린지??,,https://www.youtube.com/watch?v=PTlMCe8Q9Dw,2025-07-14,돼끼 baby_pig_rabbit,UCW-QBEmxsme2FAONSnTjp-g,6485274,70604,443,PT44S,https://i.ytimg.com/vi/PTlMCe8Q9Dw/hqdefault.jpg,,24,먹방
S7jiJ-4bQyQ,체중계 위에서 먹방한 쯔양,#쯔양 #먹방 #체중계,https://www.youtube.com/watch?v=S7jiJ-4bQyQ,2025-08-27,정말루,UCBtVmFQwXZmRXCQhqZLtg8A,4694839,55338,650,PT38S,https://i.ytimg.com/vi/S7jiJ-4bQyQ/hqdefault.jpg,,22,먹방
B2VWn7fBwTY,(초v중vs고) 학교에서 몰래 간식먹는 레벨,,https://www.youtube.com/watch?v=B2VWn7fBwTY,2025-06-22,김켈리 Kellyfornia,UCmjjgsm51PYMPf5REDylbSA,6308322,66320,527,PT26S,https://i.ytimg.com/vi/B2VWn7fBwTY/hqdefault.jpg,,23,먹방
WQUaUvWUXGU,진짜 과일 같은 화과자 먹방🍌,#shorts #화과자 #과일 #추석선물 #이모티콘 #이모티콘먹방 #먹방 #asmr,https://www.youtube.com/watch?v=WQUaUvWUXGU,2025-09-20,현오 HyunO,UCOMhpJThG8Ma8yQpTpf-kGA,3806236,60171,401,PT1M,https://i.ytimg.com/vi/WQUaUvWUXGU/hqdefault.jpg,,24,먹방
G7N_ftnaRTM,한국에서 14끼먹은 일본아재 찐먹방,,https://www.youtube.com/watch?v=G7N_ftnaRTM,2025-10-12,칙칙풉풉,UCDVASHiX028QxQCUmiVu53A,4570470,56707,1784,PT53S,https://i.ytimg.com/vi/G7N_ftnaRTM/hqdefault.jpg,,22,먹방
M6_RuZmTODs,먹방 유튜버의 냉장고엔 뭐가 있을까,"#먹방 #먹방유튜버 #mukbang #냉장고챌린지 
#까르보불닭 #슈가온마이텅 #SugarOnMyTongue",https://www.youtube.com/watch?v=M6_RuZmTODs,2025-10-10,오눌오눌,UCijSk9vvIsgi8HQrtVEaHjA,581787,5133,258,PT15S,https://i.ytimg.com/vi/M6_RuZmTODs/hqdefault.jpg,"냉장고챌린지, 먹방, 먹방 유튜버, mukbang, 까르보불닭, 냉장고 챌린지, shorts, Sugar On My Tongue, 슈가온마텅, 슈가온마이텅",24,먹방
mXVK5l0bvcI,유튜버 필수 먹방 크림바위굴! 진짜 이 맛 맞아?,,https://www.youtube.com/watch?v=mXVK5l0bvcI,2025-08-30,띠미 ddimmi,UC46BbEkxhjIHUj6EJ_waw-g,1359965,24433,179,PT54S,https://i.ytimg.com/vi/mXVK5l0bvcI/hqdefault.jpg,"크림바위굴, 굴먹방, 생굴, 생굴먹방, 참피디굴, 참pd, 해산물, 해산물먹방, 해물, 해물먹방, 크림바위굴먹방, 참피디크림바위굴",24,먹방
7AEEds2qAyg,챗GPT 가 시키는 대로 먹방하기 asmr,#뿌링클 #치즈볼 #먹방 #asmr #먹방asmr #치킨,https://www.youtube.com/watch?v=7AEEds2qAyg,2025-09-01,오눌오눌,UCijSk9vvIsgi8HQrtVEaHjA,973717,17431,287,PT1M,https://i.ytimg.com/vi/7AEEds2qAyg/hqdefault.jpg,"뿌링클, asmr, 까르보불닭, 치즈볼, 먹방, 먹방asmr, 여자 먹방, 치킨 먹방, 뿌링클 먹방",24,먹방
PbiBQIc2cwA,감옥가기전 마지막 긴음식 먹방,"#시트콤 #코미디 #인싸가족  #mukbang #긴음식 #긴음식먹방 #먹방
 
❤인싸가족 인형 구매하러가기 :
https://smartstore.naver.com/raonplusmall/products/9683168482
❤인싸가족 인형 실물 보러가기 : 
https://youtube.com/shorts/xXKM-Umgzxc

🌟틱톡 : https://www.tiktok.com/@inssafamily
🌟인스타그램 : https://www.instagram.com/inssafamily/
🌟디어스 :  https://bit.ly/45lLZmq

✔Music - Epidemic Sound  https://www.epidemicsound.com 제공",https://www.youtube.com/watch?v=PbiBQIc2cwA,2025-06-11,인싸가족,UCgY7PwYABVXoOWk8K_zODGQ,1638293,33534,492,PT56S,https://i.ytimg.com/vi/PbiBQIc2cwA/hqdefault.jpg,"감옥먹방, 먹방쇼츠, 쇼츠, 이상한과자가게, 돼끼, 또또커플, 또솔또호, 또솔, 또호, 먹방, 쿡방, 요리, 요리쇼츠, 쿡쇼츠, 인싸가족, 시트콤, 드라마, 코미디, 개그, 공감, 개그맨, 재밌는영상, 웃긴영상, 급식왕, 흔한남매, 꽁트, 콩트, 코미디채널, 밍꼬발랄, 초딩유튜버, comedy, 가족시트콤, gag, 권형준, 이보경, 웃소, 오마이비키, 상황극, 코미디 유튜버, 가족 유튜버, 팝잇, 말랑이, 학교생활, 급식걸즈, 토깽이네, 옐언니, 방실이, 웃소 유형, 학교, 꿀팁, 가족, 유형, 랜덤뽑기, 상황극놀이, 바보만들기, 몰래, 탈출, 게임, 로블록스, 방학, 여름방학, 겨울방학, 감옥, 랜덤, 마인크래프트, 떡볶이, 병맛, 에이미, 데이지, 마크, 편의점, 편의점 신메뉴, 무한의 계단, 초등학생, 중학생, 으뜸이, 참교육, 방탈출, 흔한일상, 흔한게임, 장난감, 간식, 국룰, 애니메이션, 쿠키런, 슬라임, 레고, 제페토, 어몽어스, 피규어, 챌린지, 백앤아, 민쩌미, 슈뻘맨",23,먹방
3pErcPEz4us,Real Mukbang :) spicy Pork Bellly Soothing Sounds While Enjoying Delicious 먹방 모음이 팅쇼 리얼 사운드 #1362,,https://www.youtube.com/watch?v=3pErcPEz4us,2025-08-14,Rirang Mukbang,UCP-tFy_GX8b6PP5D7f_wJSQ,1993278,14471,123,PT15M36S,https://i.ytimg.com/vi/3pErcPEz4us/hqdefault.jpg,,22,먹방
fAuSypnEnnA,공사장 소리 나는 미국 과자 먹어보기!,,https://www.youtube.com/watch?v=fAuSypnEnnA,2025-07-16,[예콩이]YEKONG,UCZ55qC4VYhtjcadp4wO5Wwg,830173,6941,161,PT30S,https://i.ytimg.com/vi/fAuSypnEnnA/hqdefault.jpg,,22,먹방
3A4yJjzAqUc,케이팝 데몬 헌터스 먹방🩷😋💖K-pop Demon Hunters Mukbang #funny #TeamYELLOWHAT,,https://www.youtube.com/watch?v=3A4yJjzAqUc,2025-10-13,Byungari 병아리언니 ,UC8TCA15kPzNw9ppRaVZ937w,2112070,26523,166,PT35S,https://i.ytimg.com/vi/3A4yJjzAqUc/hqdefault.jpg,,22,먹방
CeulLWZ7OAk,베라 27큐브 아이스크림 먹기전 보세요!  #먹방 #베라 #asmr #eating #shorts,"다들 알고 계셨나요..?

#먹끄muckk #mukbang #dessert #아이스크림 #eating #eatingshow #eat #먹방쇼츠 #먹방asmr #먹방영상 #쇼츠 #eatingsounds #구독 #좋아요 #디저트먹방",https://www.youtube.com/watch?v=CeulLWZ7OAk,2025-08-05,먹끄 muckk,UCeM0kAg64dayDrwI7qVDPUQ,199377,1233,28,PT30S,https://i.ytimg.com/vi/CeulLWZ7OAk/hqdefault.jpg,,22,먹방
igR6tEbDjjo,한 입에 6천원짜리 간식ㄷㄷ🟥,#shorts #일본간식 #쫀득쿠키 #이모티콘 #이모티콘먹방 #먹방 #asmr,https://www.youtube.com/watch?v=igR6tEbDjjo,2025-10-26,현오 HyunO,UCOMhpJThG8Ma8yQpTpf-kGA,409970,7266,135,PT57S,https://i.ytimg.com/vi/igR6tEbDjjo/hqdefault.jpg,,24,먹방
pq6HbPEXyj8,아랍 모델이 한국에 와서 처음 먹은 음식은,#issue #100,https://www.youtube.com/watch?v=pq6HbPEXyj8,2025-09-25,숏쿠키,UCAmN9q_i-SjdFREfOv6SOkw,2944722,41986,603,PT53S,https://i.ytimg.com/vi/pq6HbPEXyj8/hqdefault.jpg,,22,먹방
dLMYrdV-EFU,군대 밥메뉴 전설의 1티어 ㄷㄷ,"깊은 존경을 담아 국군 장병 여러분께 감사의 마음을 표합니다.

Copyright ©️ KBS. All rights reserved. 무단 전재, 재배포 및 이용(AI 학습 포함) 금지

#군대 #군대다큐 #KBS #DMZ #군사분계선 #최전방 #북한 #GOP #GP #밥메뉴 #먹방 #제육 #esportskbs #KBS다큐 #코리안지오그래픽",https://www.youtube.com/watch?v=dLMYrdV-EFU,2025-08-21,esports KBS,UC9_093tAK3bXyZfT84efbvg,2480266,10095,1711,PT14S,https://i.ytimg.com/vi/dLMYrdV-EFU/hqdefault.jpg,,17,먹방
AJs9WuFQt8U,1박 2일 강호동 라면 먹방,"Copyright ©️ KBS. All rights reserved. 무단 전재, 재배포 및 이용(AI 학습 포함) 금지

#1박2일 #나영석 #이승기 #KBS #KBS예능 #레전드 #나영석KBS #1박2일레전드 #예능 #강호동 #이수근 #은지원 #김종민 #라면 #먹방",https://www.youtube.com/watch?v=AJs9WuFQt8U,2025-09-30,esports KBS,UC9_093tAK3bXyZfT84efbvg,3355118,9160,193,PT28S,https://i.ytimg.com/vi/AJs9WuFQt8U/hqdefault.jpg,,17,먹방
YusajGjAst8,요즘 핫한 편의점 과일 소르베 먹방🍓,#shorts #소르베 #과일소르베 #편의점 #프로즌소르베 #이모티콘 #이모티콘먹방 #먹방 #asmr,https://www.youtube.com/watch?v=YusajGjAst8,2025-09-12,현오 HyunO,UCOMhpJThG8Ma8yQpTpf-kGA,2185144,36108,444,PT55S,https://i.ytimg.com/vi/YusajGjAst8/hqdefault.jpg,,24,먹방
Gd-TpygeJ-E,먹으러 간 강릉 당일치기..,,https://www.youtube.com/watch?v=Gd-TpygeJ-E,2025-09-16,연타니 yeontani,UCfUHPCueTlUlsgTpa59gg2Q,3155175,31515,293,PT53S,https://i.ytimg.com/vi/Gd-TpygeJ-E/hqdefault.jpg,,22,먹방
jlLeo120anw,웨이팅ㅁ1친 두바이디저트 팩폭리뷰👊🏻,"웨이팅ㅁ1친 두바이디저트 팩폭리뷰

자전거타고 돌아다니면서 사왔는데 웨이팅 미쳤음.. ㅠㅠ
기다리시는분들 다들 리스펙 ㄷㄷ
제일 맛있었던건 쫀득쿠키!

#두바이디저트 #두바이먹방 #두바이쫀득쿠키 #두바이쫀득빵 #두바이뺑스위스 #두바이찹쌀떡 
#두바이디저트먹방 #디저트먹방 #먹방 #mukbang #dubaidessert 

💌 문의 : yeeunlll@naver.com",https://www.youtube.com/watch?v=jlLeo120anw,2025-10-23,범비 MUKBANG,UC6ZVDR1LpW0cLuKja_nr3-A,199246,2072,89,PT53S,https://i.ytimg.com/vi/jlLeo120anw/hqdefault.jpg,"두바이디저트, 두바이먹방, 두바이쫀득쿠키, 두바이쫀득빵, 두바이뺑스위스, 두바이찹쌀떡, 두바이디저트먹방, 디저트먹방, 먹방, mukbang, dubaidessert",24,먹방
kbAuG7ASw4I,신의 버터라 불리는 본매로우!🦴 #shorts,#본매로우 #소골수 #bonemarrow #먹방 #mukbang #asmr #eating #이모지먹방 #이모티콘먹방 #fyp #fypシ゚ #korean,https://www.youtube.com/watch?v=kbAuG7ASw4I,2025-09-16,준맛 jun taste,UC6FxnuV09nyja9zOh35yFSA,849465,14006,235,PT48S,https://i.ytimg.com/vi/kbAuG7ASw4I/hqdefault.jpg,,24,먹방
aLsebH-IXZI,ASMR SPICY TTEOKBOKKI EMOJI FOOD 매운 떡볶이 이모지 먹방 (sped up),,https://www.youtube.com/watch?v=aLsebH-IXZI,2025-10-05,당비 Dangbee EATING,UCDtz84R5bn4fY8AgHuouojg,7089045,185320,1046,PT44S,https://i.ytimg.com/vi/aLsebH-IXZI/hqdefault.jpg,,22,먹방
58EZ0_8oPG4,SUB)매운 크림파스타에 치즈폭포 돈까스 먹방! 바삭꾸덕 역대급 꿀조합 Spicy Cream Pasta & Pork Cutlet Mukbang Asmr,,https://www.youtube.com/watch?v=58EZ0_8oPG4,2025-10-28,문복희 Eat with Boki,UCoLQZ4ZClFqVPCvvjuiUSRA,1666683,27964,539,PT9M45S,https://i.ytimg.com/vi/58EZ0_8oPG4/hqdefault.jpg,"크림파스타, 매운파스타, 치즈돈까스, 돈까스먹방, 파스타먹방, ASMR, mukbang, spicy cream pasta, cheese pork cutlet, tonkatsu, creamy pasta, Korean food, crispy cutlet, pork katsu, 파스타, 韩国美食, comida coreana, mukbang coreano, makanan Korea, อาหารเกาหลี, yt:cc=on, 파스타 먹방, 돈까스 먹방",22,먹방
fM6bi7-mQIk,밤 9시에 먹는 불닭 믜. 친다,,https://www.youtube.com/watch?v=fM6bi7-mQIk,2025-10-28,박뚜기,UCbuRyhIANjDnzPvKPreLdBA,255751,6830,181,PT1M12S,https://i.ytimg.com/vi/fM6bi7-mQIk/hqdefault.jpg,,22,먹방
q3jUrHnLty8,해외 먹방에 나오 수상한 그 음식.. 어렵게 구해서 먹었습니다.,#쇼츠 #shorts,https://www.youtube.com/watch?v=q3jUrHnLty8,2025-06-24,이상한 과자가게  weird sweets shop,UCNYE6N9YZmsUyReBLzE9x9Q,4050602,36408,218,PT51S,https://i.ytimg.com/vi/q3jUrHnLty8/hqdefault.jpg,,22,먹방
221PmEszEy4,짜파게티 한봉지 한입에 먹는 영상,,https://www.youtube.com/watch?v=221PmEszEy4,2025-07-30,돼끼 baby_pig_rabbit,UCW-QBEmxsme2FAONSnTjp-g,895681,12013,87,PT34S,https://i.ytimg.com/vi/221PmEszEy4/hqdefault.jpg,,24,먹방
GIr277JQZ4A,ASMR LABUBU COOKIES EMOJI FOOD 라부부 쿠키 이모지 먹방 (sped up),,https://www.youtube.com/watch?v=GIr277JQZ4A,2025-09-23,당비 Dangbee EATING,UCDtz84R5bn4fY8AgHuouojg,3129669,39416,491,PT32S,https://i.ytimg.com/vi/GIr277JQZ4A/hqdefault.jpg,,22,먹방
7JyQTCFd0tE,요새 유행하는 생크림 김치볶음밥 메가 사이즈로 먹어봤습니다,,https://www.youtube.com/watch?v=7JyQTCFd0tE,2025-10-02,돼끼 baby_pig_rabbit,UCW-QBEmxsme2FAONSnTjp-g,1078700,15045,95,PT43S,https://i.ytimg.com/vi/7JyQTCFd0tE/hqdefault.jpg,,24,먹방
eFa_VFnZhno,사이즈별 버블티 먹방!🧋대왕 버블티 엄청 크네..👍 #shorts,버블티 #bubbletea #먹방 #mukbang #asmr #fyp #fypシ゚ #이모지먹방 #이모티콘먹방 #korean #eating #tea,https://www.youtube.com/watch?v=eFa_VFnZhno,2025-09-06,준맛 jun taste,UC6FxnuV09nyja9zOh35yFSA,1545892,19837,352,PT47S,https://i.ytimg.com/vi/eFa_VFnZhno/hqdefault.jpg,,24,먹방
j_ilrwZMu_M,봐도봐도 믿기지 않는 고준희 라면 먹방ㄷㄷ,,https://www.youtube.com/watch?v=j_ilrwZMu_M,2025-09-06,꿀잼pick,UCfLSA61nTcRxfmohZ-LCqlA,409162,1972,117,PT56S,https://i.ytimg.com/vi/j_ilrwZMu_M/hqdefault.jpg,,22,먹방
gTX-s8Vp4Oc,짜파게티 세입 다이어트 먹방,"#짜파게티 #대왕뚜껑 #짬짜면 #먹방 #mukbang
#세입먹방 #짬뽕 #짜장 #먹방asmr
@paldofood6295",https://www.youtube.com/watch?v=gTX-s8Vp4Oc,2025-09-21,오눌오눌,UCijSk9vvIsgi8HQrtVEaHjA,3481895,36742,626,PT1M,https://i.ytimg.com/vi/gTX-s8Vp4Oc/hqdefault.jpg,"짜파게티, 먹방, mukbang, 먹방 asmr, asmr, 왕뚜껑, 대왕뚜껑, 라면먹방, 대왕짬짜면, 짬짜면 먹방, 대왕라면 먹방",24,먹방
5xQBjqpC-pA,👨🏾‍🍳백악관 셰프의 추성훈 스테이크 단계별 반응ㅋㅋ,,https://www.youtube.com/watch?v=5xQBjqpC-pA,2025-06-29,얌코리아 YumKorea,UCdB_o5jXGuCVL_Zj7CRAhVg,346107,2375,177,PT52S,https://i.ytimg.com/vi/5xQBjqpC-pA/hqdefault.jpg,,24,먹방
3yuRL7Qk-Kw,케데헌 최애가 나오면 먹방을 멈추겠습니다,,https://www.youtube.com/watch?v=3yuRL7Qk-Kw,2025-10-08,돼끼 baby_pig_rabbit,UCW-QBEmxsme2FAONSnTjp-g,1673820,28370,293,PT1M,https://i.ytimg.com/vi/3yuRL7Qk-Kw/hqdefault.jpg,,24,먹방
gQVjakryTfo,ASMR PINK EMOJI FOOD🩷분홍색 이모지 먹방 #mukbang #eating #satisfying,,https://www.youtube.com/watch?v=gQVjakryTfo,2025-10-29,밀크 Milk EATING,UCSkbuP_38V0T79D-4Ahmm3g,100827,1851,46,PT37S,https://i.ytimg.com/vi/gQVjakryTfo/hqdefault.jpg,,22,먹방
V37TZtVzTfs,Korean convenience store ASMR! #Foodie #Shorts #Korea #Ramen #Eating #KoreanFood #ASMR #mukbang,,https://www.youtube.com/watch?v=V37TZtVzTfs,2025-07-29,KarissaEats,UCamdvUq4-BoneYsHZt0Agrw,10499177,506252,1846,PT1M,https://i.ytimg.com/vi/V37TZtVzTfs/hqdefault.jpg,,22,mukbang
sgGMb0FiKEc,300X PaniPuri With Chicken legs #eating Challenge 😱🔥 #shorts #challenge #mukbang #eatingshow,"300X PaniPuri With Chicken legs #eating Challenge 😱😱 #shorts #challenge #mukbang #eatingshow 


""Welcome to Eat Sweet ASMR Channel – where every dish tells a story and every meal is an adventure! Here, you’ll find a feast of flavors, from quick and easy weeknight dinners to gourmet creations that will wow your taste buds. Join us as we explore global cuisines, uncover the secrets of cooking, and share kitchen tips that bring out the chef in you. Whether you’re a seasoned foodie or a kitchen newbie, there's something delicious here for everyone. Subscribe and let’s make every bite count!""

This description highlights the channel's value, invites viewers to subscribe, and appeals to a wide audience. Let me know if you'd like more specific themes included",https://www.youtube.com/watch?v=sgGMb0FiKEc,2025-10-16,Eat Sweet ASMR,UCIWH5MT_lGl9TkmtptZ5Dtw,19239117,212039,330,PT26S,https://i.ytimg.com/vi/sgGMb0FiKEc/hqdefault.jpg,"ASMR, Eatsweetasmr, Muckbang, Short, foodchallenge, challenge, eating, food challenge, mukbang, khabar video, fish manchurian, gobi manchurian, veg vs non-veg, food challenge in india, foodie, eating challenge, eating competition, food competition, asmr eating, asmr mukbang, mukbang asmr, mukbang seafood, asmr food eating, fast food challenge, viral food challenge, food review, food reviews, unlimited food, unlimited street food, unlimited food challenge, korean street food",22,mukbang
V__oVpfMi8I,이스탄불3탄) 여자기록 160개! 남자기록 XXX개⁉️과연 깰수있을까?😰 홍합밥 최고기록에 도전했습니다,"각국어 번역 자막 제작 : 
컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너,
CONTENTSFLY에서 제작되었습니다.
https://www.contentsfly.com

비지니스 메일:gardenm1120@gmail.com",https://www.youtube.com/watch?v=V__oVpfMi8I,2025-10-22,tzuyang쯔양,UCfpaSruWW3S4dibonKXENjA,3061531,99155,3407,PT17M14S,https://i.ytimg.com/vi/V__oVpfMi8I/hqdefault.jpg,"real sound, 리얼사운드, social eating, mukbang, eating show, 먹방, 맛집",22,mukbang
Wa0cN_l-AiA,Korean Blood Sausage Kimbap Challenge #mukbang #kpopdemonhunters,kpop demon hunters sausage kimbap challenge mukbang,https://www.youtube.com/watch?v=Wa0cN_l-AiA,2025-08-29,JaeYeol ASMR 재열,UCg7xkCKcxA84xSTGgtF9ySA,9567937,63250,994,PT15S,https://i.ytimg.com/vi/Wa0cN_l-AiA/hqdefault.jpg,"kpop demon hunters, kpop demon hunters rumi, kpop demon hunters jinu, 케데헌, 케이팝 데몬 헌터스, 케이팝 데몬 헌터스 루미, 케이팝 데몬 헌터스 진우, 먹방, mukbang, korean mukbang, korean food, mira, kpo demon hunters mira",22,mukbang
